D:\Udacity\Data\IMG\center_2020_10_08_01_04_31_815.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_31_815.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_31_815.jpg, 0, 0, 0, 8.138154E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_31_919.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_31_919.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_31_919.jpg, 0, 0, 0, 8.062216E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_32_021.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_32_021.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_32_021.jpg, 0, 0, 0, 8.115512E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_32_124.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_32_124.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_32_124.jpg, 0, 0, 0, 8.082094E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_32_225.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_32_225.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_32_225.jpg, 0, 0, 0, 8.045365E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_32_328.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_32_328.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_32_328.jpg, 0, 0, 0, 8.059892E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_32_430.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_32_430.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_32_430.jpg, 0, 0, 0, 8.040466E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_32_535.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_32_535.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_32_535.jpg, 0, 0, 0, 8.044525E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_32_636.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_32_636.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_32_636.jpg, 0, 0, 0, 8.082311E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_32_738.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_32_738.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_32_738.jpg, 0, 0, 0, 8.02708E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_32_842.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_32_842.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_32_842.jpg, 0, 0, 0, 8.059153E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_32_942.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_32_942.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_32_942.jpg, 0, 0, 0, 8.096614E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_33_045.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_33_045.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_33_045.jpg, 0, 0, 0, 8.101296E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_33_147.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_33_147.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_33_147.jpg, 0, 0, 0, 8.170029E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_33_249.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_33_249.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_33_249.jpg, 0, 0, 0, 8.070296E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_33_353.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_33_353.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_33_353.jpg, 0, 0, 0, 8.119008E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_33_453.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_33_453.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_33_453.jpg, 0, 0, 0, 8.042398E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_33_558.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_33_558.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_33_558.jpg, 0, 0, 0, 8.071925E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_33_660.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_33_660.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_33_660.jpg, 0, 0, 0, 8.19867E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_33_763.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_33_763.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_33_763.jpg, 0, 0, 0, 8.054759E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_33_864.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_33_864.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_33_864.jpg, 0, 0, 0, 8.060789E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_33_965.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_33_965.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_33_965.jpg, 0, 0, 0, 8.146222E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_34_068.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_34_068.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_34_068.jpg, 0, 0, 0, 8.043717E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_34_172.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_34_172.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_34_172.jpg, 0, 0, 0, 8.087603E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_34_275.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_34_275.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_34_275.jpg, 0, 0, 0, 8.167125E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_34_377.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_34_377.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_34_377.jpg, 0, 0, 0, 8.054899E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_34_477.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_34_477.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_34_477.jpg, 0, 0, 0, 8.31409E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_34_579.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_34_579.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_34_579.jpg, 0, 0, 0, 8.437252E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_34_681.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_34_681.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_34_681.jpg, 0, 0, 0, 8.08428E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_34_782.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_34_782.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_34_782.jpg, 0, 0, 0, 8.020861E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_34_883.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_34_883.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_34_883.jpg, 0, 0, 0, 8.34377E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_34_984.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_34_984.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_34_984.jpg, 0, 0, 0, 8.127599E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_35_086.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_35_086.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_35_086.jpg, 0, 0, 0, 8.033596E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_35_190.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_35_190.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_35_190.jpg, 0, 0, 0, 8.048402E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_35_292.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_35_292.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_35_292.jpg, 0, 0, 0, 8.542296E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_35_395.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_35_395.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_35_395.jpg, 0, 0, 0, 8.175214E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_35_496.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_35_496.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_35_496.jpg, 0, 0, 0, 8.06062E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_35_599.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_35_599.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_35_599.jpg, 0, 0, 0, 8.048613E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_35_703.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_35_703.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_35_703.jpg, 0, 0, 0, 8.061463E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_35_806.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_35_806.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_35_806.jpg, 0, 0, 0, 8.005715E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_35_912.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_35_912.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_35_912.jpg, 0, 0, 0, 8.468366E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_36_015.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_36_015.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_36_015.jpg, 0, 0, 0, 8.072758E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_36_115.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_36_115.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_36_115.jpg, 0, 0, 0, 8.063974E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_36_217.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_36_217.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_36_217.jpg, 0, 0, 0, 8.016646E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_36_320.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_36_320.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_36_320.jpg, 0, 0, 0, 8.218476E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_36_421.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_36_421.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_36_421.jpg, 0, 0, 0, 8.047974E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_36_525.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_36_525.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_36_525.jpg, 0, 0, 0, 8.046123E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_36_628.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_36_628.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_36_628.jpg, 0, 0, 0, 8.222438E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_36_728.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_36_728.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_36_728.jpg, 0, 0, 0, 8.08873E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_36_830.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_36_830.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_36_830.jpg, 0, 0, 0, 8.04332E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_36_932.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_36_932.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_36_932.jpg, 0, 0, 0, 8.146516E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_37_035.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_37_035.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_37_035.jpg, 0, 0, 0, 8.040564E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_37_137.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_37_137.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_37_137.jpg, 0, 0, 0, 8.080862E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_37_240.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_37_240.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_37_240.jpg, 0, 0, 0, 8.120489E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_37_340.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_37_340.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_37_340.jpg, 0, 0, 0, 8.105541E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_37_445.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_37_445.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_37_445.jpg, 0, 0, 0, 8.067911E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_37_547.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_37_547.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_37_547.jpg, 0, 0, 0, 8.160419E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_37_649.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_37_649.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_37_649.jpg, 0, 0, 0, 8.041594E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_37_752.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_37_752.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_37_752.jpg, 0, 0, 0, 8.050978E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_37_853.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_37_853.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_37_853.jpg, 0, 0, 0, 8.122342E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_37_955.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_37_955.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_37_955.jpg, 0, 0, 0, 8.301083E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_38_059.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_38_059.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_38_059.jpg, 0, 0, 0, 8.040101E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_38_162.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_38_162.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_38_162.jpg, 0, 0, 0, 8.06949E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_38_264.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_38_264.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_38_264.jpg, 0, 0, 0, 8.188915E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_38_368.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_38_368.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_38_368.jpg, 0, 0, 0, 8.13857E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_38_470.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_38_470.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_38_470.jpg, 0, 0, 0, 8.019892E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_38_572.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_38_572.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_38_572.jpg, 0, 0, 0, 8.198261E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_38_673.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_38_673.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_38_673.jpg, 0, 0, 0, 8.35767E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_38_773.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_38_773.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_38_773.jpg, 0, 0, 0, 8.121978E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_38_874.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_38_874.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_38_874.jpg, 0, 0, 0, 8.066586E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_38_975.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_38_975.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_38_975.jpg, 0, 0, 0, 8.05202E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_39_078.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_39_078.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_39_078.jpg, 0, 0, 0, 8.010279E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_39_183.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_39_183.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_39_183.jpg, 0, 0, 0, 8.138457E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_39_284.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_39_284.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_39_284.jpg, 0, 0, 0, 8.111622E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_39_384.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_39_384.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_39_384.jpg, 0, 0, 0, 8.199685E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_39_486.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_39_486.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_39_486.jpg, 0, 0, 0, 8.049565E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_39_587.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_39_587.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_39_587.jpg, 0, 0, 0, 8.090091E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_39_687.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_39_687.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_39_687.jpg, 0, 0, 0, 8.03701E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_39_790.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_39_790.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_39_790.jpg, 0, 0, 0, 8.098816E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_39_892.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_39_892.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_39_892.jpg, 0, 0, 0, 8.121025E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_39_996.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_39_996.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_39_996.jpg, 0, 0, 0, 8.149654E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_40_097.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_40_097.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_40_097.jpg, 0, 0, 0, 8.093446E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_40_199.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_40_199.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_40_199.jpg, 0, 0, 0, 8.063199E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_40_303.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_40_303.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_40_303.jpg, 0, 0, 0, 8.157233E-05
D:\Udacity\Data\IMG\center_2020_10_08_01_04_40_404.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_40_404.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_40_404.jpg, 0, 0.029364, 0, 0.03685769
D:\Udacity\Data\IMG\center_2020_10_08_01_04_40_507.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_40_507.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_40_507.jpg, 0, 0.326667, 0, 0.2655644
D:\Udacity\Data\IMG\center_2020_10_08_01_04_40_608.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_40_608.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_40_608.jpg, 0, 0.6288825, 0, 0.8176222
D:\Udacity\Data\IMG\center_2020_10_08_01_04_40_711.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_40_711.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_40_711.jpg, 0, 0.9272296, 0, 1.859916
D:\Udacity\Data\IMG\center_2020_10_08_01_04_40_814.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_40_814.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_40_814.jpg, 0, 1, 0, 3.051132
D:\Udacity\Data\IMG\center_2020_10_08_01_04_40_915.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_40_915.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_40_915.jpg, 0, 1, 0, 4.22319
D:\Udacity\Data\IMG\center_2020_10_08_01_04_41_015.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_41_015.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_41_015.jpg, 0, 1, 0, 5.386692
D:\Udacity\Data\IMG\center_2020_10_08_01_04_41_116.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_41_116.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_41_116.jpg, 0, 1, 0, 6.539033
D:\Udacity\Data\IMG\center_2020_10_08_01_04_41_216.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_41_216.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_41_216.jpg, 0, 1, 0, 7.68016
D:\Udacity\Data\IMG\center_2020_10_08_01_04_41_320.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_41_320.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_41_320.jpg, 0, 1, 0, 9.034892
D:\Udacity\Data\IMG\center_2020_10_08_01_04_41_422.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_41_422.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_41_422.jpg, 0, 0.6958464, 0, 9.946567
D:\Udacity\Data\IMG\center_2020_10_08_01_04_41_525.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_41_525.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_41_525.jpg, 0, 0.3970956, 0, 10.48544
D:\Udacity\Data\IMG\center_2020_10_08_01_04_41_626.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_41_626.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_41_626.jpg, 0, 0.09629519, 0, 10.65771
D:\Udacity\Data\IMG\center_2020_10_08_01_04_41_729.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_41_729.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_41_729.jpg, 0, 0, 0, 10.55915
D:\Udacity\Data\IMG\center_2020_10_08_01_04_41_832.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_41_832.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_41_832.jpg, 0, 0.1623369, 0, 10.5131
D:\Udacity\Data\IMG\center_2020_10_08_01_04_41_935.jpg, D:\Udacity\Data\IMG\left_2020_10_08_01_04_41_935.jpg, D:\Udacity\Data\IMG\right_2020_10_08_01_04_41_935.jpg, 0, 0.4586694, 0, 10.82227
